OID_,FREQUENCY,SUM_TotalPop,SUM_White,SUM_Black,SUM_BelowPov,SUM_Renter,SUM_sum_on_site__total,SUM_TR_TractPop,SUM_TR_BlackPop,SUM_TR_WhitePop,SUM_TR_Poverty,SUM_TR_Renter,TR_Black_Proportion,TR_White_Proportion,TR_Renter_Proportion,TR_Poverty_Proportion1,Total_TR_Burden,Black_TR_Burden,White_TR_Burden,Poverty_TR_Burden,Renter_TR_Burden
1,63,264403.000000000000000,229173.000000000000000,22987.000000000000000,32152.000000000000000,30005.000000000000000,4525666.009469999000430,11641211810.049697875976562,1494516982.603190183639526,9743344500.788028717041016,3560194012.562668800354004,2070544367.594449520111084,1.476681200133169,0.965634548862328,1.567325130571716,2.514976084154053,44028.289429581731383,65015.747274685265438,42515.237400514146429,110730.094941610746901,69006.644479068476357
